ENGINE_POWER,VEHICLE_ID,ENGINE_COOLANT_TEMP,ENGINE_LOAD,ENGINE_RPM,INTAKE_MANIFOLD_PRESSURE,AIR_INTAKE_TEMP,THROTTLE_POS,TROUBLE_CODES,TIMING_ADVANCE
1.4,car1,81.0,26.70,1177.0,36.0,44.0,24,NO_ERROR,60.4
1.4,car1,81.0,21.60,1282.0,54.0,43.0,24,NO_ERROR,63.9
1.4,car1,80.0,36.50,1576.0,53.0,43.0,30,NO_ERROR,70.2
1.4,car1,80.0,44.30,1694.0,28.0,42.0,32,NO_ERROR,68.6
1.4,car1,79.0,28.20,1140.0,45.0,42.0,25,NO_ERROR,58.4
1.4,car1,80.0,32.90,1028.0,47.0,43.0,25,NO_ERROR,54.9
1.4,car1,79.0,31.40,1002.0,49.0,43.0,25,NO_ERROR,56.5
1.4,car1,79.0,46.30,1670.0,71.0,44.0,33,NO_ERROR,66.7
1.4,car1,79.0,44.30,2689.0,65.0,44.0,34,NO_ERROR,71.4
1.4,car1,79.0,45.10,2210.0,31.0,43.0,33,NO_ERROR,71.0
1.4,car1,80.0,43.90,1425.0,46.0,43.0,30,NO_ERROR,67.5
1.4,car1,80.0,31.00,1553.0,49.0,42.0,29,NO_ERROR,71.8
1.4,car1,80.0,32.50,1566.0,49.0,42.0,29,NO_ERROR,71.8
1.4,car1,80.0,21.60,1468.0,49.0,42.0,25,NO_ERROR,72.5
1.4,car1,80.0,39.20,1182.0,53.0,41.0,29,NO_ERROR,62.7
1.4,car1,80.0,35.70,996.0,42.0,41.0,26,NO_ERROR,60.0
1.4,car1,79.0,50.60,1758.0,58.0,43.0,33,NO_ERROR,67.1
1.4,car1,79.0,45.10,2431.0,25.0,44.0,34,NO_ERROR,72.5
1.4,car1,79.0,22.70,1879.0,65.0,44.0,25,NO_ERROR,51.4
1.4,car1,80.0,43.50,2962.0,56.0,46.0,31,NO_ERROR,69.4
1.4,car1,80.0,22.00,1235.0,42.0,46.0,24,NO_ERROR,66.7
1.4,car1,81.0,21.60,1402.0,43.0,45.0,24,NO_ERROR,62.7
1.4,car1,81.0,16.50,1525.0,27.0,45.0,23,NO_ERROR,69.4
1.4,car1,80.0,18.80,1345.0,48.0,44.0,28,NO_ERROR,73.3
1.4,car1,80.0,36.10,1693.0,39.0,44.0,29,NO_ERROR,69.0
1.4,car1,80.0,34.50,1023.0,45.0,44.0,26,NO_ERROR,56.9
1.4,car1,80.0,31.80,1014.0,47.0,44.0,25,NO_ERROR,54.9
1.4,car1,80.0,31.40,1008.0,47.0,45.0,25,NO_ERROR,56.1
1.4,car1,80.0,32.50,990.0,48.0,46.0,25,NO_ERROR,56.5
1.4,car1,80.0,31.80,1012.0,74.0,47.0,25,NO_ERROR,58.0
1.4,car1,80.0,51.40,1741.0,59.0,50.0,33,NO_ERROR,66.7
1.4,car1,80.0,37.30,1990.0,59.0,50.0,31,NO_ERROR,74.5
1.4,car1,81.0,25.10,2333.0,25.0,48.0,30,NO_ERROR,76.5
1.4,car1,82.0,29.00,1985.0,38.0,48.0,25,NO_ERROR,73.3
1.4,car1,82.0,29.80,1127.0,50.0,49.0,25,NO_ERROR,59.2
1.4,car1,82.0,32.50,989.0,48.0,49.0,25,NO_ERROR,60.8
1.4,car1,82.0,32.90,1000.0,48.0,50.0,25,NO_ERROR,56.9
1.4,car1,82.0,32.20,1002.0,47.0,50.0,25,NO_ERROR,58.0
1.4,car1,82.0,32.50,1009.0,50.0,51.0,25,NO_ERROR,56.5
1.4,car1,82.0,32.50,1010.0,50.0,52.0,25,NO_ERROR,55.7
1.4,car1,82.0,34.50,1010.0,51.0,52.0,26,NO_ERROR,56.1
1.4,car1,82.0,34.50,1001.0,50.0,53.0,26,NO_ERROR,57.6
1.4,car1,82.0,34.90,997.0,74.0,54.0,26,NO_ERROR,57.6
1.4,car1,82.0,58.40,1864.0,40.0,55.0,35,NO_ERROR,65.5
1.4,car1,82.0,50.60,2072.0,52.0,53.0,34,NO_ERROR,69.0
1.4,car1,83.0,22.70,2308.0,34.0,52.0,29,NO_ERROR,77.3
1.4,car1,83.0,17.30,1946.0,33.0,52.0,26,NO_ERROR,75.7
1.4,car1,83.0,30.20,1092.0,101.0,52.0,28,NO_ERROR,59.6
1.4,car1,83.0,72.20,2258.0,30.0,55.0,42,NO_ERROR,58.8
1.4,car1,82.0,38.40,2071.0,34.0,53.0,32,NO_ERROR,72.2
1.4,car1,83.0,32.20,1983.0,40.0,53.0,30,NO_ERROR,72.9
1.4,car1,82.0,16.90,1589.0,43.0,53.0,23,NO_ERROR,67.8
1.4,car1,83.0,32.50,1020.0,49.0,54.0,25,NO_ERROR,56.5
1.4,car1,83.0,33.30,996.0,49.0,54.0,25,NO_ERROR,57.3
1.4,car1,82.0,32.50,1001.0,100.0,55.0,25,NO_ERROR,55.3
1.4,car1,82.0,44.70,2214.0,42.0,58.0,30,NO_ERROR,69.4
1.4,car1,82.0,71.80,2689.0,46.0,55.0,50,NO_ERROR,61.2
1.4,car1,83.0,17.60,2027.0,42.0,54.0,25,NO_ERROR,49.4
1.4,car1,83.0,25.90,1136.0,46.0,54.0,25,NO_ERROR,72.2
1.4,car1,83.0,31.00,1007.0,47.0,54.0,25,NO_ERROR,57.3
1.4,car1,83.0,31.40,1002.0,48.0,54.0,25,NO_ERROR,57.3
1.4,car1,82.0,31.80,1014.0,49.0,55.0,25,NO_ERROR,57.3
1.4,car1,81.0,31.40,1015.0,100.0,55.0,25,NO_ERROR,57.6
1.4,car1,81.0,49.00,1961.0,59.0,55.0,33,NO_ERROR,67.1
1.4,car1,81.0,37.30,1828.0,25.0,55.0,31,NO_ERROR,71.0
1.4,car1,82.0,17.30,1433.0,67.0,54.0,23,NO_ERROR,74.1
1.4,car1,82.0,16.50,1720.0,49.0,55.0,24,NO_ERROR,67.1
1.4,car1,82.0,29.80,1070.0,49.0,55.0,26,NO_ERROR,51.8
1.4,car1,82.0,30.60,975.0,59.0,56.0,27,NO_ERROR,47.8
1.4,car1,82.0,52.20,1040.0,87.0,57.0,31,NO_ERROR,56.9
1.4,car1,81.0,25.10,1202.0,46.0,57.0,25,NO_ERROR,66.3
1.4,car1,82.0,38.40,1685.0,44.0,58.0,31,NO_ERROR,69.4
1.4,car1,82.0,22.70,2068.0,27.0,58.0,29,NO_ERROR,76.1
1.4,car1,83.0,29.80,1079.0,47.0,58.0,26,NO_ERROR,59.2
1.4,car1,83.0,27.50,1143.0,45.0,58.0,25,NO_ERROR,59.2
1.4,car1,83.0,34.90,1012.0,100.0,59.0,26,NO_ERROR,58.0
1.4,car1,83.0,27.80,1126.0,50.0,59.0,25,NO_ERROR,62.0
1.4,car1,82.0,65.90,1558.0,98.0,40.0,39,NO_ERROR,59.2
1.4,car1,83.0,62.70,1686.0,27.0,40.0,37,NO_ERROR,59.6
1.4,car1,81.0,43.90,1687.0,61.0,40.0,31,NO_ERROR,70.2
1.4,car1,78.0,16.50,1901.0,34.0,40.0,24,NO_ERROR,49.0
1.4,car1,79.0,42.00,905.0,58.0,40.0,40,NO_ERROR,54.5
1.4,car1,80.0,35.30,1198.0,64.0,41.0,29,NO_ERROR,69.0
1.4,car1,80.0,49.80,1737.0,71.0,41.0,33,NO_ERROR,66.7
1.4,car1,79.0,17.30,1536.0,68.0,40.0,28,NO_ERROR,71.4
1.4,car1,79.0,44.30,1779.0,36.0,40.0,32,NO_ERROR,68.2
1.4,car1,79.0,16.10,1791.0,27.0,40.0,24,NO_ERROR,48.6
1.4,car1,79.0,25.90,1546.0,49.0,40.0,26,NO_ERROR,74.5
1.4,car1,79.0,46.30,1742.0,73.0,42.0,33,NO_ERROR,69.0
1.4,car1,79.0,58.80,1846.0,80.0,41.0,35,NO_ERROR,65.5
1.4,car1,79.0,58.00,2100.0,81.0,40.0,35,NO_ERROR,65.9
1.4,car1,80.0,54.90,2432.0,53.0,40.0,28,NO_ERROR,65.1
1.4,car1,80.0,34.90,2122.0,54.0,39.0,31,NO_ERROR,71.8
1.4,car1,81.0,28.20,2413.0,41.0,39.0,31,NO_ERROR,73.7
1.4,car1,81.0,24.30,2423.0,26.0,39.0,30,NO_ERROR,76.5
1.4,car1,81.0,15.70,2427.0,26.0,39.0,26,NO_ERROR,72.2
1.4,car1,81.0,16.10,2294.0,25.0,39.0,26,NO_ERROR,50.2
1.4,car1,81.0,16.10,1708.0,39.0,39.0,23,NO_ERROR,48.2
1.4,car1,80.0,22.00,1696.0,25.0,38.0,24,NO_ERROR,74.9
1.4,car1,80.0,48.60,1824.0,64.0,38.0,33,NO_ERROR,67.5
1.4,car1,79.0,37.60,2650.0,51.0,37.0,33,NO_ERROR,73.7
1.4,car1,80.0,27.50,1989.0,28.0,37.0,31,NO_ERROR,77.3
1.4,car1,80.0,15.30,2030.0,31.0,38.0,25,NO_ERROR,49.4
1.4,car1,80.0,24.30,1964.0,38.0,38.0,29,NO_ERROR,75.3
1.4,car1,80.0,33.70,1480.0,50.0,38.0,29,NO_ERROR,70.6
1.4,car1,81.0,16.90,1462.0,27.0,39.0,23,NO_ERROR,71.8
1.4,car1,81.0,16.50,1752.0,28.0,38.0,24,NO_ERROR,63.5
1.4,car1,80.0,51.40,1536.0,32.0,38.0,33,NO_ERROR,64.7
1.4,car1,80.0,24.70,1180.0,40.0,38.0,24,NO_ERROR,65.5
1.4,car1,80.0,28.20,976.0,45.0,39.0,25,NO_ERROR,52.5
1.4,car1,80.0,59.60,1447.0,56.0,40.0,32,NO_ERROR,54.1
1.4,car1,80.0,31.40,1862.0,40.0,42.0,30,NO_ERROR,74.5
1.4,car1,80.0,44.30,1880.0,60.0,42.0,33,NO_ERROR,70.2
1.4,car1,80.0,16.50,1649.0,49.0,41.0,29,NO_ERROR,48.2
1.4,car1,81.0,17.60,1495.0,55.0,41.0,24,NO_ERROR,67.5
1.4,car1,81.0,34.90,1657.0,49.0,40.0,30,NO_ERROR,71.8
1.4,car1,81.0,17.30,1391.0,31.0,41.0,23,NO_ERROR,72.5
1.4,car1,81.0,67.80,914.0,38.0,40.0,35,NO_ERROR,49.0
1.4,car1,80.0,27.80,1866.0,32.0,41.0,29,NO_ERROR,74.5
1.4,car1,80.0,33.70,1453.0,67.0,41.0,29,NO_ERROR,69.4
1.4,car1,80.0,16.90,1434.0,36.0,42.0,23,NO_ERROR,71.8
1.4,car1,80.0,25.10,1151.0,45.0,42.0,24,NO_ERROR,62.7
1.4,car1,80.0,29.80,1024.0,44.0,43.0,24,NO_ERROR,56.9
1.4,car1,80.0,41.20,2173.0,57.0,45.0,33,NO_ERROR,71.8
1.4,car1,80.0,38.00,1960.0,49.0,45.0,32,NO_ERROR,72.5
1.4,car1,81.0,16.50,1676.0,26.0,45.0,24,NO_ERROR,67.1
1.4,car1,81.0,16.90,1440.0,35.0,45.0,23,NO_ERROR,73.3
1.4,car1,81.0,40.80,1114.0,55.0,44.0,28,NO_ERROR,60.8
1.4,car1,81.0,31.40,2067.0,60.0,44.0,30,NO_ERROR,74.5
1.4,car1,80.0,15.30,1825.0,26.0,44.0,25,NO_ERROR,76.1
1.4,car1,81.0,24.70,1158.0,36.0,44.0,24,NO_ERROR,67.8
1.4,car1,81.0,26.30,1149.0,48.0,44.0,24,NO_ERROR,60.4
1.4,car1,80.0,29.80,1007.0,44.0,45.0,24,NO_ERROR,56.9
1.4,car1,80.0,30.20,999.0,47.0,46.0,24,NO_ERROR,58.4
1.4,car1,80.0,31.80,1016.0,45.0,47.0,25,NO_ERROR,54.9
1.4,car1,80.0,26.70,1683.0,51.0,48.0,24,NO_ERROR,67.5
1.4,car1,81.0,24.70,1154.0,66.0,48.0,24,NO_ERROR,65.5
1.4,car1,81.0,27.10,1449.0,37.0,49.0,26,NO_ERROR,69.8
1.4,car1,81.0,16.10,1539.0,39.0,50.0,23,NO_ERROR,74.5
1.4,car1,82.0,41.20,1100.0,38.0,51.0,31,NO_ERROR,58.0
1.4,car1,82.0,28.60,1122.0,30.0,51.0,25,NO_ERROR,58.8
1.6,car7,79.0,23.50,871.0,29.0,51.0,17,NO_ERROR,58.0
1.6,car7,80.0,23.50,879.0,30.0,51.0,17,NO_ERROR,58.8
1.6,car7,44.0,28.20,1067.0,31.0,33.0,17,NO_ERROR,65.5
1.6,car7,45.0,32.50,1162.0,34.0,33.0,17,NO_ERROR,69.4
1.6,car7,46.0,29.00,1081.0,33.0,33.0,17,NO_ERROR,62.4
1.6,car7,63.0,36.90,867.0,77.0,33.0,17,NO_ERROR,62.4
1.6,car7,64.0,50.60,1861.0,20.0,33.0,17,NO_ERROR,74.9
1.6,car7,64.0,70.20,1425.0,39.0,33.0,24,NO_ERROR,65.1
1.6,car7,66.0,72.50,2261.0,43.0,33.0,17,NO_ERROR,69.0
1.6,car7,67.0,37.30,895.0,87.0,33.0,36,NO_ERROR,59.6
1.6,car7,68.0,20.40,1941.0,22.0,33.0,17,NO_ERROR,75.7
1.6,car7,72.0,92.50,1128.0,42.0,33.0,21,NO_ERROR,65.1
1.6,car7,70.0,11.00,1425.0,21.0,34.0,17,NO_ERROR,51.8
1.6,car7,69.0,25.10,1383.0,39.0,35.0,17,NO_ERROR,57.3
1.6,car7,70.0,96.10,1146.0,47.0,34.0,44,NO_ERROR,61.2
1.6,car7,70.0,68.60,2390.0,25.0,34.0,17,NO_ERROR,58.8
1.6,car7,70.0,31.80,2025.0,31.0,35.0,29,NO_ERROR,78.8
1.6,car7,67.0,38.00,842.0,41.0,36.0,17,NO_ERROR,61.6
1.6,car7,72.0,43.90,1295.0,27.0,36.0,63,NO_ERROR,56.9
1.6,car7,72.0,48.20,1816.0,32.0,36.0,25,NO_ERROR,74.1
1.6,car7,73.0,76.50,959.0,63.0,36.0,28,NO_ERROR,55.7
1.6,car7,73.0,24.30,660.0,77.0,37.0,17,NO_ERROR,61.6
1.6,car7,74.0,22.00,1023.0,46.0,37.0,17,NO_ERROR,61.6
1.6,car7,73.0,36.10,1302.0,33.0,37.0,20,NO_ERROR,74.9
1.6,car7,73.0,52.20,1885.0,33.0,37.0,17,NO_ERROR,71.0
1.6,car7,48.0,23.10,1386.0,99.0,28.0,17,NO_ERROR,63.5
1.6,car7,51.0,82.00,2319.0,88.0,28.0,17,NO_ERROR,63.1
1.6,car7,55.0,36.50,1008.0,43.0,29.0,17,NO_ERROR,62.4
1.6,car7,56.0,39.20,947.0,44.0,29.0,17,NO_ERROR,61.2
1.6,car7,59.0,37.60,949.0,47.0,30.0,17,NO_ERROR,63.1
1.6,car7,63.0,43.10,887.0,44.0,31.0,17,NO_ERROR,59.2
1.6,car7,63.0,43.90,819.0,61.0,31.0,28,NO_ERROR,64.7
1.6,car7,69.0,35.70,2136.0,20.0,33.0,17,NO_ERROR,79.6
1.6,car7,73.0,16.50,1692.0,58.0,32.0,26,NO_ERROR,72.2
1.6,car7,73.0,25.50,1067.0,44.0,34.0,17,NO_ERROR,79.6
1.6,car7,74.0,39.20,887.0,45.0,34.0,17,NO_ERROR,58.4
1.6,car7,74.0,39.20,905.0,43.0,35.0,17,NO_ERROR,58.8
1.6,car7,73.0,38.40,2062.0,59.0,35.0,17,NO_ERROR,76.5
1.6,car7,73.0,49.40,2089.0,25.0,34.0,25,NO_ERROR,75.3
1.6,car7,74.0,27.10,1226.0,71.0,37.0,17,NO_ERROR,74.9
1.6,car7,76.0,35.70,893.0,44.0,39.0,17,NO_ERROR,62.4
1.6,car7,76.0,58.80,945.0,59.0,40.0,17,NO_ERROR,71.0
1.6,car7,76.0,25.50,1316.0,35.0,40.0,20,NO_ERROR,49.8
1.6,car7,35.0,40.80,1078.0,42.0,27.0,17,NO_ERROR,63.9
1.6,car7,37.0,42.00,1114.0,37.0,27.0,18,NO_ERROR,65.9
1.6,car7,54.0,36.10,980.0,42.0,30.0,17,NO_ERROR,62.7
1.6,car7,57.0,34.50,967.0,39.0,31.0,21,NO_ERROR,61.6
1.6,car7,60.0,38.00,886.0,41.0,32.0,17,NO_ERROR,62.0
1.6,car7,60.0,53.70,1130.0,42.0,33.0,17,NO_ERROR,60.0
1.6,car7,62.0,37.30,893.0,42.0,33.0,17,NO_ERROR,59.6
1.6,car7,64.0,34.90,858.0,75.0,34.0,17,NO_ERROR,64.3
1.6,car7,65.0,37.60,879.0,42.0,34.0,17,NO_ERROR,59.6
1.6,car7,66.0,38.40,878.0,47.0,35.0,17,NO_ERROR,6.3
1.6,car7,68.0,36.90,864.0,41.0,36.0,17,NO_ERROR,58.4
1.6,car7,68.0,33.70,943.0,47.0,36.0,19,NO_ERROR,63.1
1.6,car7,68.0,30.20,1186.0,63.0,37.0,22,NO_ERROR,65.1
1.6,car7,70.0,59.60,1507.0,45.0,38.0,17,NO_ERROR,64.7
1.6,car7,72.0,45.10,871.0,43.0,38.0,17,NO_ERROR,59.2
1.6,car7,77.0,33.70,892.0,42.0,48.0,17,NO_ERROR,64.7
1.6,car7,77.0,35.30,845.0,42.0,48.0,17,NO_ERROR,60.0
1.6,car7,77.0,37.30,865.0,39.0,49.0,17,NO_ERROR,58.8
1.6,car7,77.0,36.10,896.0,43.0,49.0,17,NO_ERROR,61.2
1.6,car7,77.0,20.40,2302.0,23.0,47.0,35,NO_ERROR,70.6
1.6,car7,78.0,18.40,1605.0,77.0,49.0,17,NO_ERROR,83.5
1.6,car7,77.0,10.60,2763.0,36.0,46.0,17,NO_ERROR,78.0
1.6,car7,78.0,62.40,2231.0,22.0,44.0,62,NO_ERROR,71.4
1.6,car7,77.0,24.70,2413.0,21.0,45.0,17,NO_ERROR,79.2
1.6,car7,78.0,31.80,1020.0,41.0,46.0,17,NO_ERROR,78.8
1.6,car7,78.0,34.10,863.0,42.0,46.0,17,NO_ERROR,59.2
1.6,car7,79.0,26.30,1037.0,39.0,46.0,17,NO_ERROR,62.0
1.6,car7,79.0,27.50,1011.0,71.0,47.0,17,NO_ERROR,79.2
1.6,car7,79.0,63.10,1335.0,68.0,46.0,17,NO_ERROR,62.4
1.6,car7,82.0,19.20,1583.0,14.0,48.0,17,NO_ERROR,75.3
1.6,car7,80.0,14.10,1240.0,36.0,48.0,17,NO_ERROR,50.2
1.6,car7,79.0,16.90,1722.0,40.0,46.0,17,NO_ERROR,84.3
1.6,car7,79.0,13.30,1864.0,42.0,46.0,17,NO_ERROR,77.6
1.6,car7,82.0,69.80,863.0,42.0,46.0,17,NO_ERROR,58.0
1.6,car7,80.0,36.10,869.0,44.0,47.0,17,NO_ERROR,58.4
1.6,car7,82.0,39.20,917.0,44.0,47.0,17,NO_ERROR,59.6
1.6,car7,82.0,36.90,892.0,43.0,48.0,17,NO_ERROR,58.4
1.6,car7,82.0,37.60,885.0,41.0,48.0,17,NO_ERROR,59.2
1.6,car7,82.0,32.20,870.0,42.0,48.0,17,NO_ERROR,61.2
1.6,car7,80.0,52.90,1993.0,42.0,48.0,17,NO_ERROR,61.2
1.6,car7,82.0,37.60,884.0,43.0,49.0,17,NO_ERROR,58.0
1.6,car7,80.0,38.00,886.0,44.0,49.0,17,NO_ERROR,58.4
1.6,car7,82.0,38.40,888.0,43.0,50.0,17,NO_ERROR,58.0
1.6,car7,80.0,32.90,2601.0,18.0,44.0,20,NO_ERROR,79.2
1.6,car7,78.0,17.30,2484.0,22.0,45.0,17,NO_ERROR,85.1
1.6,car7,79.0,22.70,1715.0,50.0,44.0,17,NO_ERROR,63.9
1.6,car7,80.0,53.70,2581.0,28.0,42.0,17,NO_ERROR,74.1
1.6,car7,79.0,18.40,2611.0,18.0,42.0,17,NO_ERROR,78.4
1.6,car7,78.0,13.70,2490.0,26.0,41.0,17,NO_ERROR,75.3
1.6,car7,85.0,83.90,2636.0,19.0,41.0,26,NO_ERROR,67.1
1.6,car7,84.0,56.50,2818.0,25.0,42.0,59,NO_ERROR,75.7
1.6,car7,69.0,38.40,874.0,46.0,31.0,17,NO_ERROR,59.2
1.6,car7,72.0,38.40,884.0,45.0,32.0,17,NO_ERROR,59.2
1.6,car7,72.0,38.80,900.0,45.0,32.0,17,NO_ERROR,58.8
1.6,car7,73.0,38.80,865.0,44.0,32.0,17,NO_ERROR,58.4
1.6,car7,72.0,38.80,891.0,45.0,33.0,17,NO_ERROR,59.2
1.6,car7,72.0,38.00,881.0,36.0,33.0,17,NO_ERROR,58.0
1.6,car7,72.0,38.80,875.0,45.0,34.0,17,NO_ERROR,57.6
1.6,car7,73.0,38.80,864.0,30.0,34.0,17,NO_ERROR,58.0
1.6,car7,72.0,24.70,1061.0,35.0,34.0,17,NO_ERROR,71.0
1.6,car7,73.0,37.60,860.0,33.0,36.0,17,NO_ERROR,67.1
1.6,car7,73.0,29.40,894.0,45.0,37.0,17,NO_ERROR,60.0
1.6,car7,74.0,38.80,905.0,44.0,37.0,17,NO_ERROR,58.8
1.6,car7,74.0,38.40,891.0,44.0,37.0,17,NO_ERROR,58.4
1.6,car7,74.0,29.40,882.0,36.0,38.0,17,NO_ERROR,58.4
1.6,car7,74.0,29.40,871.0,44.0,39.0,17,NO_ERROR,59.2
1.6,car7,75.0,38.00,880.0,44.0,39.0,17,NO_ERROR,58.0
1.6,car7,75.0,29.00,892.0,36.0,39.0,17,NO_ERROR,58.8
1.6,car7,73.0,25.10,926.0,44.0,40.0,17,NO_ERROR,67.1
1.6,car7,74.0,69.80,1412.0,36.0,40.0,17,NO_ERROR,68.6
1.6,car7,73.0,31.80,1021.0,45.0,41.0,17,NO_ERROR,77.6
1.6,car7,74.0,38.40,871.0,36.0,41.0,17,NO_ERROR,58.8
1.6,car7,74.0,29.00,888.0,35.0,41.0,17,NO_ERROR,60.8
1.6,car7,76.0,17.30,1181.0,31.0,41.0,17,NO_ERROR,80.4
1.6,car7,77.0,25.10,861.0,33.0,41.0,17,NO_ERROR,60.0
1.6,car7,79.0,23.90,775.0,35.0,41.0,17,NO_ERROR,64.3
1.6,car7,79.0,26.30,881.0,34.0,41.0,17,NO_ERROR,60.4
1.6,car7,83.0,23.90,847.0,32.0,41.0,17,NO_ERROR,60.0
1.6,car7,84.0,23.90,880.0,32.0,41.0,17,NO_ERROR,58.4
1.6,car7,86.0,25.90,882.0,33.0,42.0,17,NO_ERROR,59.6
1.6,car7,88.0,24.30,921.0,32.0,42.0,17,NO_ERROR,57.6
1.6,car7,89.0,23.90,889.0,32.0,42.0,17,NO_ERROR,58.8
1.6,car7,89.0,22.00,868.0,32.0,42.0,17,NO_ERROR,64.3
1.6,car7,90.0,26.30,1875.0,26.0,42.0,18,NO_ERROR,75.7
1.6,car7,90.0,22.70,1022.0,31.0,42.0,17,NO_ERROR,77.6
1.4,car3,54.0,41,880.0,25.0,42.0,13,NO_ERROR,56.1
1.4,car3,55.0,41,867.0,25.0,42.0,13,NO_ERROR,54.9
1.4,car3,56.0,41,866.0,25.0,42.0,13,NO_ERROR,55.3
1.4,car3,57.0,41,855.0,24.0,42.0,13,NO_ERROR,54.9
1.4,car3,57.0,41,846.0,24.0,42.0,13,NO_ERROR,55.3
1.4,car3,57.0,41,848.0,24.0,42.0,13,NO_ERROR,54.1
1.4,car3,58.0,41,847.0,24.0,42.0,13,NO_ERROR,53.7
1.4,car3,83.0,41,834.0,31.0,37.0,13,NO_ERROR,52.5
1.4,car3,83.0,41,734.0,33.0,37.0,14,NO_ERROR,47.1
1.4,car3,83.0,41,749.0,30.0,38.0,13,NO_ERROR,51.4
1.4,car3,83.0,41,760.0,67.0,37.0,13,NO_ERROR,51.8
1.4,car3,83.0,41,1321.0,44.0,35.0,23,NO_ERROR,58.8
1.4,car3,83.0,41,1795.0,44.0,36.0,16,NO_ERROR,64.3
1.4,car3,83.0,41,1999.0,25.0,36.0,18,NO_ERROR,75.3
1.4,car3,83.0,41,2075.0,20.0,36.0,17,NO_ERROR,73.7
1.4,car3,83.0,41,1972.0,36.0,36.0,17,NO_ERROR,70.2
1.4,car3,83.0,41,1982.0,44.0,36.0,20,NO_ERROR,72.9
1.4,car3,83.0,41,2146.0,21.0,36.0,15,NO_ERROR,73.7
1.4,car3,83.0,41,1190.0,22.0,38.0,14,NO_ERROR,48.2
1.4,car3,83.0,41,1270.0,64.0,36.0,20,NO_ERROR,71.8
1.4,car3,84.0,41,1669.0,53.0,36.0,21,NO_ERROR,74.9
1.4,car3,84.0,41,1581.0,21.0,36.0,17,NO_ERROR,76.1
1.4,car3,84.0,41,606.0,26.0,37.0,16,NO_ERROR,55.3
1.4,car3,84.0,41,842.0,27.0,39.0,13,NO_ERROR,52.5
1.4,car3,84.0,41,838.0,27.0,39.0,13,NO_ERROR,52.9
1.4,car3,83.0,41,846.0,29.0,39.0,13,NO_ERROR,52.9
1.4,car3,83.0,41,822.0,39.0,39.0,13,NO_ERROR,47.1
1.4,car3,83.0,41,945.0,35.0,39.0,17,NO_ERROR,52.9
1.4,car3,83.0,41,922.0,42.0,39.0,15,NO_ERROR,61.2
1.4,car3,83.0,41,1125.0,35.0,39.0,14,NO_ERROR,38.4
1.4,car3,84.0,41,738.0,31.0,39.0,13,NO_ERROR,49.0
1.4,car3,84.0,41,700.0,51.0,39.0,17,NO_ERROR,50.6
1.4,car3,84.0,41,2164.0,72.0,39.0,16,NO_ERROR,76.5
1.4,car3,84.0,41,1602.0,58.0,37.0,20,NO_ERROR,66.7
1.4,car3,84.0,41,1509.0,43.0,37.0,20,NO_ERROR,75.3
1.4,car3,85.0,41,1797.0,30.0,37.0,20,NO_ERROR,75.3
1.4,car3,85.0,41,1605.0,24.0,39.0,16,NO_ERROR,46.7
1.4,car3,85.0,41,741.0,25.0,39.0,13,NO_ERROR,49.4
1.4,car3,51.0,41,935.0,30.0,42.0,14,NO_ERROR,51.8
1.4,car3,52.0,41,888.0,29.0,42.0,14,NO_ERROR,56.1
1.4,car3,53.0,41,886.0,27.0,42.0,14,NO_ERROR,52.9
1.4,car3,54.0,41,854.0,28.0,42.0,13,NO_ERROR,56.5
1.4,car3,54.0,41,891.0,28.0,42.0,14,NO_ERROR,54.9
1.4,car3,54.0,41,893.0,28.0,42.0,14,NO_ERROR,52.9
1.4,car3,55.0,41,861.0,29.0,42.0,14,NO_ERROR,52.9
1.4,car3,55.0,41,870.0,28.0,42.0,14,NO_ERROR,53.7
1.4,car3,56.0,41,866.0,29.0,41.0,14,NO_ERROR,56.1
1.4,car3,57.0,41,852.0,30.0,41.0,13,NO_ERROR,55.3
1.4,car3,57.0,41,1326.0,71.0,39.0,16,NO_ERROR,48.2
1.4,car3,59.0,41,1360.0,62.0,37.0,21,NO_ERROR,62.0
1.4,car3,60.0,41,1692.0,47.0,36.0,21,NO_ERROR,63.1
1.4,car3,63.0,41,1981.0,27.0,36.0,19,NO_ERROR,67.1
1.4,car3,64.0,41,2019.0,22.0,37.0,17,NO_ERROR,38.4
1.4,car3,66.0,41,2174.0,29.0,37.0,18,NO_ERROR,70.2
1.4,car3,66.0,41,1423.0,77.0,37.0,14,NO_ERROR,64.7
1.4,car3,67.0,41,1596.0,40.0,36.0,22,NO_ERROR,67.1
1.4,car3,68.0,41,1922.0,24.0,37.0,15,NO_ERROR,72.9
1.4,car3,69.0,41,972.0,63.0,39.0,15,NO_ERROR,51.8
1.4,car3,70.0,41,912.0,50.0,37.0,17,NO_ERROR,53.7
1.4,car3,71.0,41,972.0,30.0,39.0,13,NO_ERROR,47.1
1.4,car3,72.0,41,759.0,29.0,39.0,14,NO_ERROR,50.2
1.4,car3,72.0,41,752.0,60.0,39.0,13,NO_ERROR,52.9
1.4,car3,72.0,41,929.0,31.0,39.0,14,NO_ERROR,50.6
1.4,car3,73.0,41,1182.0,44.0,37.0,18,NO_ERROR,64.7
1.4,car3,74.0,41,2167.0,27.0,37.0,18,NO_ERROR,75.3
1.4,car3,75.0,41,1406.0,29.0,38.0,16,NO_ERROR,73.7
1.4,car3,75.0,41,1302.0,21.0,39.0,14,NO_ERROR,68.2
